0 5 7 0.91497326 0.468175 0 0 0.0 0.0 0.0 0.0
0 5 7 0.90493786 0.37413192 0 0 0.0 0.0 0.0 0.0
0 7 14 0.9276377 0.4062898 0 0 0.0 0.0 0.0 0.0
0 9 17 0.78182715 0.41497186 0 0 0.0 0.0 0.0 0.0
0 5 7 0.88093376 0.43945092 0 0 0.0 0.0 0.0 0.0
0 5 7 0.8812418 0.3688548 0 0 0.0 0.0 0.0 0.0
0 10 19 0.8523033 0.37212098 0 0 0.0 0.0 0.0 0.0
0 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
0 6 10 0.9215498 0.41338924 0 0 0.0 0.0 0.0 0.0
0 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
0 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
0 11 22 0.8319983 0.37029514 0 0 0.0 0.0 0.0 0.0
0 9 18 0.91261554 0.3417288 0 0 0.0 0.0 0.0 0.0
0 11 22 0.8247376 0.338924 0 0 0.0 0.0 0.0 0.0
0 6 10 0.85794735 0.3661953 0 0 0.0 0.0 0.0 0.0
0 8 14 0.92056096 0.38593578 0 0 0.0 0.0 0.0 0.0
0 0 0 NaN NaN 0 0 0.0 0.0 0.0 0.0
0 5 7 0.91533816 0.35222965 0 0 0.0 0.0 0.0 0.0
0 10 19 0.88779247 0.35350746 0 0 0.0 0.0 0.0 0.0
0 5 7 0.9104575 0.36987525 0 0 0.0 0.0 0.0 0.0
0 5 7 0.8732026 0.35882354 0 0 0.0 0.0 0.0 0.0
0 5 7 0.9035948 0.4294118 0 0 0.0 0.0 0.0 0.0
0 5 7 0.9140523 0.3764706 0 0 0.0 0.0 0.0 0.0
0 5 7 0.9045431 0.43352652 0 0 0.0 0.0 0.0 0.0
0 6 10 0.9260502 0.41033328 0 0 0.0 0.0 0.0 0.0
0 5 7 0.91302395 0.44267622 0 0 0.0 0.0 0.0 0.0
0 13 27 0.6605726 0.43296817 0 0 0.0 0.0 0.0 0.0
0 8 16 0.9525116 0.35463983 0 0 0.0 0.0 0.0 0.0
0 5 7 0.90849674 0.4229764 0 0 0.0 0.0 0.0 0.0
0 4 7 0.5 0.99999976 0 0 0.0 0.0 0.0 0.0
0 4 7 0.5 0.99999976 0 0 0.0 0.0 0.0 0.0
0 4 7 0.5 0.99999976 0 0 0.0 0.0 0.0 0.0
